Text,Tag,Reason
"“Thank you for calling Glendon Suns, press one. For customer service, press two. For accounting. I'm in here on the phone. No, I'm on the phone, though. Okay. Thank you for calling blind and sons. Your call is very important to us. Please stay on the line and we will be right with you. No calling any track plates. I'm open 20 417 Linda Sons. This is Jay. How can I help you? Hi, Jay. My name is Daniel Mitchell. I'm calling to schedule a spring checkup for my HVAC. We turned on the air today and it's not really doing much, so I just wanted to see if there was anything obviously wrong with it. Okay, can I get your callback number for you, please? Sure. 216-978-8233 thank you. 216-978-8233 and what is the address from file? 8580 Forest View Drive. And the zip code, please? 44138. What is the city? Is it Cleveland? It's Olmstead Falls. All right, perfect. Thank you. Okay, I'll pay you a text to assist you. His name is Derek and he'll give you a call back as soon as possible. Okay. Is somebody coming tonight or is there a schedule? I don't really know how you guys operate. No, he's going to call you to assist you. He's the on call manager. Okay, so nobody's coming to check the thing yet? No, sir. He's not just going to come. He's going to call you first. So when he call, he'll be able to assist you on the phone. Okay. And you guys can figure out the schedule. Okay, sounds good. Thank you so much. Okay, no problem. Bye bye. All right, take care. Thanks. Bye.
”",New Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Thank you for calling blend and suns. Press one. For customer service, press two for accounting. Sun, this is Yvonne, how may I help you? Hey, how's it going? I was just calling to see if I could schedule a time to have someone come out and take a look at my electrical. Okay. I am their after our service, so I can have the office to give you a call in the morning to set an appointment for you. Can I have your name? Yeah, my name is Jim Thompson. I'm sorry, what's your last name? Thompson. T-H-O-M-P-S-O-N. Thompson. Thank you. May I have your phone number? Yeah, it's 440-821-1217 okay, and may I have the address? One. 600:50 Richard Drive and Brook Park. 44142. I'm sorry, what city did you say? Brook Park. Park. And the street name, was it Richard or Richard? I'm sorry, I didn't quite hear you. Clear. Sorry. Yeah. Richard. Richard. Okay, thank you. And this is for electrical, right? Yeah. Okay, I'll send a message over to the office and they'll give you a call in the morning to set an appointment for you. Okay. And you guys also do like HVAC as well, correct? Yes, sir. The office does take care of ac, heating, plumbing and electrical. Okay, fantastic. Do you know what time I can expect a call from them tomorrow? I can't give you an exact time, but they do open at seven so it'll be sometime after 07:00 a.m.. Okay. All right, cool. Just to make sure that I got my phone nearby. All right. Thank you very much. You too. You're welcome. Bye.
”",New Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. Thank you for calling blinden sons. Your call is very important to us. Please stay on the line and we will be right with you. London Suns, this is Melanie. Hi there. What do you guys quote for air duct cleaning? I don't know any pricing information. They just closed at seven. This is an answering service. Oh, it sounds is good. I'll call back tomorrow, okay? Yes, ma'am. All right, bye.
”",New Customer -  Lead Not Booked,Price Shopper
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. It was just a little bit. No, it's not. And honest. See, honestly, you're probably right because they've been eating different. Thank you for calling blinden sons. Your call is very important to us. Please stay on the line and we will be right with you. All right, go help. All right, let's go to Acme. This is Tracy. Yes, hi, Tracy. My name is Kelly Netling. How are you today? I'm doing good. How are you doing? Good, thank you. I had a question. I don't know how it and how and what's included. Basically, we're set up for a service call or part of our warranty for next Friday for our air conditioning unit. We got it installed last June, except it's not working at all. Our AC will not turn on at all. Ten months old? Yeah. Okay. Is it under warranty? Like, are we going to pay for a service call if I tried to get somebody out here earlier than next Friday? Those are kind of the questions that I'm at. Okay. The only issue is I'm with their answering service and they're booked for the night, so they're not returning any calls until the morning. I can have somebody give you a call back in the morning if you want. Okay, yeah, that'll work. Okay. What's your last name again? Kelly. It's Netling. Nettling. And what's your phone number? 330-221-3287 and may I have your address, please? 2442 Whitelaw Street, Cuyahoga Falls, 44221. You said it was 2442. Did you say White Wall street? Yeah. White law. Yes. I'm sorry. Okay. All right. And I'll go and let them know what the call is regarding and then have them give you a call back in the morning. Okay. Tracy, thank you so much. I appreciate it. You're welcome. Have a good day. You, too. Bye.
”",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Now you can give it. Thank you for calling blend and suns. Press one. For customer service, press two for accounting.
”",Missed Call,None
"“Thank you for calling blendinsuns, press one. For customer service, press two. For accounting. This is Maya. You. I actually don't know if you can help me. I was actually calling to get a quote for an AC unit. Okay. The office is unavailable. Would you like to leave a message? Well, I sent them an email and never heard back, so, no, I'll just call them during the day, I guess. Okay, they'll be back tomorrow at seven. All right, thank you. Bye. Thank you. Bye.
”",New Customer -  Lead Not Booked,Other
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. Hello? Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. Thank you for calling Blendin Sons. Your call is very important to us. Please stay on the line and we will be right with you. Stay on the line. They'll be right with me. They want to come nowhere. Blending sons. This is Maya. Yeah, this is Jack Barnes. How are you today? I'm good. How are you? I've been better. I've been better. How can I help you today? Our toilet and shower and tubs clogged. We need to get it cleaned out. I think they got to get up on the roof to do it because I can't find the clean out outside the house where I used to. Okay, I can go ahead and take a message for you. Is this an emergency or can it wait for the office to reopen? This an emergency? Well, the toilet. Today or tomorrow? All right. And what's your name? Jack Barnes. What's your phone number? 330-494-1960 and the address, please? 17 940 7th Street Northwest. That's off of Cleveland Avenue. And the zip code, please? 44709. Okay, let me go ahead and send this over and the technician, and we'll call you shortly. Okay, thank you. Thank you. Bye.
”",New Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“You. For calling Blendon Suns, press one. For customer service, press two. For accounting. Thank you for calling Blendin Sons. Your call is very important to us. Please stay on the line and we will be right with you. This is Tracy. How can I help you? Yes, I have a quick question. Okay. I've been looking over your website, the type of work you do. I have a question. Do you also do if a person was building a house from the ground up, do you do that type of work? As far as the electrical and plumbing? Yes, we do. For the ground up, a brand new house? Yeah. For new builds? Yeah. Okay. That's what I want to know, because I was curious about that. Instead of just doing repairs, calling you for repairs to do a brand new house for the ground up. Yeah, we do. Okay. Yes, you sure can. All right. Also, you're in Barberton, or you service Cleveland, Ohio? Yes, I do. All right. Okay. All right. Thank you. Bye. You're welcome. Bye.
”",New Customer -  Lead Not Booked,Other
"“Thank you for calling blendinsuns. Press one for customer service, press two for accounting. Blend and sons, this is Catherine. Hi, Catherine. I've got an appointment for people to come out on Saturday, but I never got a confirmation on exactly what time they were coming out. Can you look that up and see exactly what time they're coming? I actually can't help you with that because I'm helping them with their calls only. But I can take down your question and have somebody give you a call with that answer. Is that okay? That's fine, yeah. Never got a time. Okay, can I get your name? Yeah, it's Steve Green. Steve Green, what is your phone number? It's 330-289-5464 got it. And the appointment you have, it's for electrical, plumbing, heating or ac? I believe it's for electrical and ac because I think they have an electrician come out, but it's because of the air conditioning unit. Okay, got it. Let me see what else I can get. Can I get the address, too, please? Yes. Eight three five Arcadia Avenue. That's in Cuyahoga Falls. And what is the zip code there? 44221. Okay, how do you say the city? Cuyahoga Falls. Okay. I was going to say it way off, but I'd rather not. Okay. Let me this off to them now so they can give you a call and let you know what time the appointment is for. Okay. All right, thank you very much. All right, thanks. Have a good day. You, too. Bye.
”",Other,None
"“Thank you for calling blend and suns, press one. For customer service, press two. For accounting. Thank you for calling blend and suns, press one. For customer service, press two. For accounting. This is Tracy. How can I help you? Yes, good afternoon. I'd like to see if it's possible to schedule an appointment, please. Okay. Unfortunately, I can't schedule, but I can take a message and have to give you a call back. Okay. What's your name? My name is Philip. My name is Philip. P-H-I-L-I-P. Last name? Rotella. And what's your phone number? 402-63-8743 and may I have your address, please? 16734 Hamilton Court, Strongsville, Ohio. 44149. Was it going to be for your air conditioning or was that going to be for plumbing or heating? It'd probably be plumbing. It's for a tankless. Okay, got you. All right. Did you want them to come out today or. Tomorrow is fine. I'd like to see if I can at least schedule. So I'm off tomorrow afternoon after 430, but I just need to see what they have available. Okay. I'll go ahead and let them know and have them give you a call back. Okay. All right. Thank you very much. You're welcome. And have a good day. You, too. Bye bye. Thanks. Bye.
”",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Thank you for calling Blendin Suns, press one. For customer service, press two. For accounting, press one. For permits, press two. For permits inspection, press three. For financing, press four. For accounts payable, press five. For accounts receivable, press six. For customer service, thank you for calling blind and sons. If this is an emergency, press one. If it's nonemergency, press two. Your call has been forwarded to the voicemail for blind and sons. No one is available to.
”",Missed Call,None
"“Hello? Thank you for calling Blendinsuns. Press one for customer service, press two for accounting.
”",Missed Call,None
"“Thank you for calling blend and suns. Press one. For customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. Thank you for calling blind and sons. This is Keaton. How can I help you? Yes, when I turn the water on in my guest bathroom when I'm downstairs, it seems like it's drifting through the wall or something. Got you. Okay. Is this for 1238 Honordale Avenue? Yeah. Okay. And then the number that you called in from, is that still the best number to reach you? Yes. Okay, perfect. Yes. So our first for a plumber, we have. We would be looking at tomorrow as our soonest. And to get them over, we do have a service call fee of $120. And then they would give the estimate from there once they're at the home and see what's going on. Mmm. $120, you say? Estimate. If they don't find nothing wrong, then what? Then it would just be the 120 that gets them to the home. All right. What time could somebody be here? Yeah. So for tomorrow, they are routed on location, so it would be sometime after ten. But we always give a call when we're on the way, at least 15 to 30 minutes prior, if not more. All right. Okay, that's good. Okay. And then you said it's a leak or water into the basement? No, like when I'm downstairs in my family room, if the water. Somebody's taking a shower or have the water on it feel like it's dripping. I have a desk in the kitchen, and right behind is a wall, and it feels like it's dripping down in the wall. Like I can hear dripping. Got you. Okay. Sounds good. Well, I have you all set then, for tomorrow, for that plumber. Is there anything else I can help you with? No, that's all. All right. Sounds good. Well, I hope you have a good evening. And you as well. Thanks. All right, bye.
”",Existing Customer - Lead Booked,None
"“Thank you for calling blend and suns. Press one for customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. Thank you for calling Blindham. This is Katen. How can I help you? My name is Jeff Melbourne. I had made an appointment earlier for tomorrow morning. I was wondering if you still had availability in the afternoon. I'm not going to be able to be there at nine. Got you. Okay. Is this for 5645 Tristan Tree Drive? Yeah. Okay. I do show that on the schedule. So I will have to get you over to the right person to get that. See if they have any availability. So give me just one moment, please. Okay, thanks. Hey, Jory. Who is this? Michelle. Okay. Blen. And this is Diane. How can I help you? Hi, this is Jeff Melbourne. I schedule an appointment for tomorrow morning at nine. I was wondering if you still had an availability in the afternoon. I'm not going to be able to make it at nine, I guess. Give me one moment. Okay. You're in Medina? Yes. Okay. Yeah, they can probably do an afternoon. What time would work for you? Probably like after 02:00 I do have a two. Will that work? Yeah, that'd be good. Okay. All right, Jeff. And you're at 5645 Tristan Tree Drive? Yes. All right, we'll move that to 02:00 p.m. For you. Thank you so much. You are welcome. You have a good day. You too.
”",Other,None
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. I sent them a message. They'll see if they send me the right number.
“",Other,None
"“Thank you for calling blend and suns. Press one for customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. Thank you for calling Blendin Suns. This is Heather, how can I help you? Yes, ma'am. I need a price on having a main sewer line unclogged. Okay. I do apologize. I would not have a price over the phone. We do all estimates on site. We do have a service call fee. It's at least $60. Okay, now next question is, are they capable of doing 220ft? 220ft? Let me reassure that 1 second it. Yes, ma'am. Okay. I'm so sorry, sir. Unfortunately we only go up a little over 100ft. So unfortunately we would not be able to go that far. Okay, thank you. Bye. No problem. Thank you.
”",Out of Service Capabilities,None
"“Thank you for calling blend and suns. Press one. For customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. Thank you for calling blended suns. This is Katen. How can I help you? Yes, I'd like to schedule somebody to come out and put in a replacement toilet. Okay. And have we been to the home before? I think so. Okay. And what is the address for me, please? It's four one five Ceilia Avenue. Okay. And what was that street name? One more time. Ceilia. C-E-L-I-A. Okay. And would the account name be under it? The name of Julie? Yes. Okay. And then real quick here, the number that you called in from, is that the best number to reach you? No, that's my work number. Okay. And then I have a 33062 810 83 is the cell number. It looks like that's my home number. Yeah, that would be the. Got you. Sounds good. Let me go ahead and update that here. All right. And you said there was a toilet at the home that you were needing replaced? Yes. Okay. Yes, we could definitely help with that. And we have availability tomorrow or any day next week. And to get our technician over, we do have a service coffee of 120. And then they would give the pricing from there once they're at the home. Okay. I have a coupon for 50% off. Okay. Absolutely. We could definitely honor that for you. So that would make it $60 if you go with the quoted repair. Okay. And I can buy my own toilet and just have them put it in. Correct. Correct. Okay. And I also need a shut off valve replaced. Okay. What do you have open next week? Yeah, we have every day available as of now. So whatever would work best for you. Okay, let's say the 18th. Okay. Yeah, I have that day available, and on the 18th. I don't have an exact time. As of now, they are routed on location, but we would give a call when we're on the way, 15 to 30 minutes prior. Is that the best day? Yeah, that's fine. Okay. Sorry, the phone kind of cut out, so I didn't know if you said anything or not. I apologize. No, that's fine. Yeah, sounds good. Well, I have you all set then, on the 18th for the toilet and then the shut off valve as well. Okay, great. All right. Thank you. And I hope you have a great evening. Thank you. You, too. Bye.
”",Existing Customer - Lead Booked,None
"“Thank you for calling blend and suns. Press one. For customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. Hi, this is Keaton calling. Hello.
”",Other,None
"“Thank you for calling blend and suns. Press one for customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. It. Thank you for calling blenden suns. This is Caitlin. How can I help you? Hi, my name is Denton, and I wanted to see if I could acquire your company services in terms of getting like a central air or central cooling installed. Gotcha. Okay. Yeah. So through that, that would be a free estimate. I would have to get you over to the right person, however, to get you on the schedule. Oh, awesome. If you wouldn't mind, that'd be much appreciated. Yeah, absolutely. Give me just one moment. Thank you all. This is Becky. Hi, Becky. This is Denton. And I was wanting to see if I could acquire your company's services in terms of getting a ac or. I'm sorry, a central cooling installed in our house. Okay, let me take a look. One moment, please. Thank you. Okay, and have we done service at your home before? I don't believe so, no. Okay, no problem. What's your first name again? Denton. Denton. And the last name? Corrupt. K-R-O-P-F. Okay. And the address at your home? Denton. It's going to be 1111 words with a z words avenue. Southwest. What was the street name? Words. So it's W-E-R-T-Z avenue. Okay, thank you. Yeah, of course. And then it should come up as Southwest camp. And the zip code, I believe. Did you just purchase the home? Yeah. Okay. That's okay. When I go to put it in, it should come up. I'll do that while I'm on the phone with you, just to be sure. What's the best number to reach you at den 330-205-2388 okay, and is that a cell phone or home number? Cell phone. Okay. And we do like to send out information, like your estimates and everything. They would like to send those via email if we have one available. Yes, I do. Okay. I am ready whenever you are. Okay, so it's going to be basically my first name, and then after the n, it's going to be Ater 1997 at@gmail.com okay, perfect. All right. And you were looking to get an estimate just for the AC? Yeah, just for the AC. We already have a furnace and everything. We just basically want it. All right. Is there an air conditioner currently there, or are you needing to add one on? We're needing to add one because when we got the people that owned it last had only like ac units in them. Okay. All right. Let me take a look and see what we have. I appreciate it. Kevin, look at something here. Probably should have gotten you in here, but I have Tuesday, which is the 18th available. We do like to have all the homeowners or anybody that's involved in with the decision making at the home at the same time, in case there is a question. Somebody may come up with that. The other one does not. So would you both, or if there's not, it may just be you. I'm sorry, I didn't ask that. We do have Tuesday available. If we could do it basically sometime around between three or later, that would be perfect. I know my fiance works from home pretty much, but I get off at two, but she gets off at five. She's going to still be here and she'll be able to step away and everything. Okay, just to case you weren't sure. Yeah. It's four, four seven. Okay. Get you set up in here. D-N-T-N-A-T-E-R. So we can do Tuesday right around 330. Would that work for you? Or we can even do four. That 330 would be perfect. Okay, so that is the 18th at 330. We're going to have you set up with Kevin. We do like to allow them 60 to 90 minutes to kind of go over everything with you and get you all squared away. If I can ask where you found our phone number at today. So my fiance's dad was the one that mentioned your guys'company. Okay. Sorry. It just takes me a couple of minutes to put anything in here. And how soon are you looking to get this done? I'm assuming pretty quickly. Yeah, just as soon as possible. I honestly didn't expect it to get hot so soon. It's supposed to get cold again next week. Yeah, it came quicker than anticipated, I'm not going to lie it. Okay, so we've got this up for the 18th. Okay, we've got you all setting for Tuesday the 18th at 330. And if you have any questions or concerns, feel free to let us know. But they will go over any kind of promotions that we're currently running financing. If you need to do that, they can go over all of that with you as well, and they'll give you all of your different options that day. Okay, awesome. I really appreciate it. And your with Becky. Not a problem. Correct. Okay, well, I just want to say I really appreciate your assistance, Becky. Oh, not a problem at all. We appreciate you giving us a call. Of course. Have a wonderful day. All right, thank you. You as well. Thank you. Bye.
”",New Customer - Lead Booked,None
"“Thank you for calling blend and suns. Press one for customer service, press two for accounting. Thank you for calling blend and suns. Please hold for the next available agent. This call is being recorded. If you do not wish to be recorded, please disconnect at this time. Temple and Beachwood is on fire. The believe how warm it is. It's. Thank you for calling Blendin sun. This is Heather. How can I help you? Hi, Heather. My name is Judy Nagy. How are you? I'm doing pretty good. How are. Good. I'm good. I have a question. We just recently had some service done by you guys and we were very pleased. And our son, well, actually, we had a furnace installed by you guys. I think it was last year. Anyway, long and short of it, our son and his wife, they need an air conditioning unit and a new furnace. Yeah. So we had joined the MVP and I think my son has reached out to you guys. And my husband and I, we belong to that MVP program. Long and short of it. Would they be able to take advantage of any discount if they decide to go with you guys through us on the unit? Let me find out what it is for a referral on a new unit. 1 second for me. Okay. Okay. Thank you. Yeah, no problem. 1 second. Okay. I am so sorry. Are you still there? Yes, I'm here. Okay. Have they had the estimate given to them already? Yeah, the estimate was given and now they're trying to a. They had a couple people out for estimates and so it's more know. Do we go with Flyn, son? Do we go with the other? So I don't know. We were just wondering if there was a possibility. No. Yes. So from my understanding, when it's a referral, you would actually earn reward bucks for the referral from them. We don't necessarily give them a discount. You would earn something, though. Okay. Because. Yeah, I just took a screenshot of the MVP and it said, what is it? Refer? Let's see. And they would share in your savings. Let's see. What the heck was it? That's why I called you guys. Yeah, no, definitely, yeah. Discounts for family. For friends and family. As an MVP, you can share your savings with 10% discount coupons for your friends and family members. Yes, ma'am. You can definitely do that. Unfortunately, we don't put that towards major equipment, though. It can be used on any work that might be done at the home. So if they ever have any plumbing work or electrical work or any work done on the system, they can use it towards that. You can. And they can but any major equipment, unfortunately, it doesn't go towards. I wish it did, though. Okay. And then my last question is there, as far as to pay for it in cash versus financing, is there an incentive to pay cash versus financing? I don't believe so. I'm not 100% on that answer. So whoever their consultant was, the guy that gave them the estimate, he would actually be the best for these questions, because they set up everything. Do they know who their consultant was? Yeah, and my son will probably be calling. He doesn't know I called. I was just calling about the MVP thing because we thought. Oh, yeah, definitely that. Mom. No. Yeah. You know, so happy with you. Good. So many different companies out there and a lot of choices. Like, you guys were there when we needed you, so sometimes that doesn't always happen. So I'm sure my son will take care of it and contact his person. Sure. Heather, thank you very much for the information. Yeah, not a problem at all. Thank you for everything and sticking with us. And if you need anything else, just let us. Yeah, if you need anything else, just let us know. But definitely tell him to call his consultant. He'll be the best for help with these questions. Okay. Okay. And if for some reason, he does decide to go with you guys and we refer him, he said that there's a potential that we would greet the benefit. Yes, ma'am. Yes. If he goes with it, let definitely make sure that his consultant knows that, and he can make sure that he gets that applied to your guys'account for you. Okay, great. Well, thank you so much. You have a good evening and rest of your week. You too. Take care. Yes. Thank you, ma'am. You too. Bye.
”",Other,None
"“Thank you for calling blendinsuns. Press one for customer service, press two for accounting. Sons, this is Diane. How may help you. Hi there. I was having some ac problems and looking into maybe getting a new unit. All right, are you calling to get an estimate for a unit? Um, I guess maybe it'd be better to start out with having someone coming out and looking at it. Okay, would you like me to page their on call technician for you or can this wait for the office? Oh, it can wait, yeah. It's not an emergency. Okay. All right. I can take the information and have them give you a call when they return if you'd like. Sure. What is your name, please? David Talbot. T-A-L-B-O-T-E. Okay, thank you, Mr. Talbot, what's your phone number? 308-15-2596 okay, that was 330-815-2596 yeah. And what is the address? 5737 Starview drive. What's the zip code? 44216. Okay. Is that Clinton or new Franklin? Clinton. Clinton. Okay. All right. Address I have is 5737 Star view drive and Clinton. Yeah. Starview is one word. All right. Okay. All right, Mr. Talbe, I will relay this message to the office and have them give you a call. Okay. And then if I wanted to get an estimate too, is this something you could put in as well or not? Yeah, I can put that on the message. There was a particular unit. Oh, sorry. I'm sorry. There was a particular unit I was looking at. Let me see. It's the Linux XL two eight, XCD. I'm sorry, what was that again, Lennox? XL 28. Um, as an x ray cv. So XCV. Okay. V as in Victor? Yeah. All right. Okay. All right, I put that on the message and I will have them give you a call. Thank you so much. You're welcome. Bye.
“",New Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Thank you for calling Blendin suns, press one. For customer service, press two. For accounting, press one. For permits, press two. For permits inspection, press three. For financing, press four. For accounts payable, press five. For accounts receivable, press six. For customer service, thank you for calling blend and sons. If this is an emergency, press one. If it's nonemergency, press two. Your call has been forwarded to the voicemail for blind and sons. No one is.
”",Missed Call,None
"“Thank you for calling Blendin Suns, press one. For customer service, press two. For accounting. Thank you for calling Blendin sons. Your call is very important to us. Please stay on the line and we will be right with you on the phone. Blend the suns. This is Terry. Hi, Terry. Terry, my name is Grace. I got an appointment for tomorrow and I need to cancel it. Okay. Was it for electrical, plumbing or ac? Plumbing. Okay, and what is the address? 22 eightyll, Myersville. You need me to spell that? Is it M-E-Y or just M-Y-E-R-S-M-Y-E-R-S-V-I-L-L-E-V-I-L-L-E. Yeah. Okay. And the zip code? 44312. Akron. Yes, I'm going Springfield Township. Okay. And your number is 330-603-5026 correct. Okay, thank you, guys. And trust me, I'll be calling you again. Bye bye. Okay, bye.
”",Other,None
"“Thank you for calling Blenden Suns, press one. For customer service, press two. For accounting. Leninson. This is Catherine. Hello? Yes, hello. This is Linden. This is Catherine. Is this electric? Can I get the electrician, please? What's the problem you're having? I have a problem with the outlet in my room. It's not working. What's your name? Baum. Okay, Mr. Bomb, let me see. One moment. Can you spell that out for me, please? Sorry? Can you spell it for me? Your name? Bomb. B-O-M. Thank you. And what's your phone number? 307-01-3746 thank you. And what's your address? 1514 Creighton Avenue. C-R-E-I-G-H-T-O-N. You said G-H-T-O-N-G-H-G as in girl or D as in David? G as in girl. Okay, thank you. That was C-R-E-I-G-H-T-O-N avenue. And what's your zip code? 44310. Thank you. And that's in Akron? Yes. Okay, sir, would you like. No, actually, no. Okay. For the electrician, it won't be until tomorrow morning. Is that okay? Yes. Okay, thank you. Mr. Bomb. Phone number? 307-01-3746 address? 1514 Creighton Avenue and Akron. 44310. Outlet and room is not working. Yes, thank you. They'll give you a call tomorrow after they get in, after 07:00 a.m.? Okay. Okay, good. Thank you. Thank you. Have a good day. Bye.
”",New Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. Blend and sons, this is Lashante. How can I help you today? Hi. I was wondering if someone could come out to my house. My water pump must have went out this morning because no water is working at my house. Okay. Unfortunately, we do not have a plumber on call. I can just take a message and ask them to call you when the office reopens on Monday. Monday? Dollars. Okay, well, let me call you back. I had a couple of other places I was going to call. I was just trying to figure out the soonest I could get, but I'll call you guys back. Okay? Thank you. Have a good day. Bye.
“",New Customer -  Lead Not Booked,Couldn’t Satisfy Time Requirement
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. Blend and suns is. Marianne, how may I help you? Hi, Marianne. I had called yesterday about my hot water tank and I went online and set an appointment for tomorrow. I wanted to confirm that that was set and I'm so sorry, but I'm not in their office so I can't pull up any of their correspondence. They'll be back at seven in the morning tomorrow. Did you want me to leave a message for them to call you? They were supposed to call me yesterday, so their offices are closed today. Their offices are closed and we do not have a plumber on call this weekend. Okay. Thank you. You're welcome.
”",Existing Customer -  Lead Not Booked,Couldn’t Satisfy Time Requirement
"“Thank you for calling blend and suns. Press one. For customer service, press. This is Marianne, how may I help you? Hey, Marianne, this is Heath. I'm a current customer of yours on. I'd like to get something on the schedule this week. And I'm not in their office on Monday with to set up an appointment. If you'd like to leave your information, I can ask them to call you when they return at seven tomorrow. After seven. Okay. There's nobody on call to schedule appointments today. We have text on call to say you need someone to come out. You do? Because I just called your line and they told me. Yeah, so I need somebody actually right now, if there's people available. Okay, what type of service are you calling for? It's plumbing. So we got a water line that is spewing water in the basement right now. Oh, I see. Okay. And I'm sorry. Okay. So they do plumbing, but they do not have a tech on call. So you're given the right information. We only have HVAC. Yeah. Okay. All right. But I can't schedule an appointment for you. You're saying I can leave a message and then somebody will call me back on Monday? Right. Because we're not in their office. We don't have access to the scheduling. Okay, sounds good. So let me leave my name and number and then I'll guess we'll look for a call back on Monday. And what is your. You said Heath? Yes, Heath Heatae. And then last name? Yeah, last name. Smart. Gesto, spelled s as in Sam, M as in Mary Argiasso. And I'll repeat s as in Sam, M as in Mary, A-R-G as in George, I a. That is correct. Thank you. And what is your phone number, sir? Yeah, phone number is 865-405-3947 and I'm going to repeat back. 865-405-3947 right. Thank you. And this is for plumbing. And what is your street address, sir? Street address is 4503 Conestoga, spelled C-O-N-E-S-T-O-G-A trail in Copley. 44321. That is correct. Okay, and your concern is what? The reason you're calling? Yeah. So we need a couple of plumbing things done. So there's a line that Lind has worked on before that has gone down again. And then we have a couple other projects. So it's multiple plumbing projects. Multiple. All right, I have your information, Mr. Heathen. I'm going to send it over to their office again. They'll be in tomorrow at seven in the morning. Seven to seven. So they may reach out to you. All right? Okay. That's excellent. Hey, thank you for your help today. I appreciate it. You're welcome. Have a good Sunday. Goodbye. All right, you as well. Bye.
”",Existing Customer -  Lead Not Booked,CSR Needs to Call Customer Back
"“Thank you for calling Blendin Suns. Press one for customer service. Press two for accounting. Blend and signs. Is this Jay? Yes. Hey. I'm a customer, and I've been using blend for years. We've got a waterline that's like just throwing water right now. I'm not home, unfortunately, so I'm trying to describe my family, how to turn off the knobs and things, and I don't know that they're able to do it. So I just wanted to check and see if there's anybody that would be available to come out. Okay. Yes. So they actually do not have a plumber on call today, but I can leave a message. Absolutely. And have them call you to assist you tomorrow. But if you're needing service today, then I don't know what to do. Yeah, okay. No problem. I'll try somebody else. Okay. I'm so sorry. Yeah, okay. No problem. Thank you. All right, bye bye now.
”",Existing Customer -  Lead Not Booked,Couldn’t Satisfy Time Requirement
"“Thank you for calling Blendon Suns, press one. For customer service, press two. For accounting. Hi, I need a plumber to come out and I realize it's Sunday. Is that something you guys can do? We don't have a plumber on call. I could take a message for you and I'm going to give you a call back, but your call will be so. I don't understand. Can a plumber come Sunday or. No? We have no plumber on call. So, no, there's not a plumber that can come out, correct? Correct. Okay, thank you very much. Have a good day. Bye.
”",New Customer -  Lead Not Booked,Couldn’t Satisfy Time Requirement
"“Thank you for calling blend and suns. Press one. For customer service, press two. For accounting. Blend and suns. This is Melissa. How can I help you? Hi. I was just calling. I was to have an appointment scheduled for this Monday. But unfortunately my family and I had to run out of town for an emergency. So I was just wanting to cancel. And I can call back when we get back to reschedule. Okay. Your name, please, sir? Alec Thomas Alek. And then Thomas. T-H-O-M-A-S. Thank you, Mr. Thomas. And your telephone number, please, sir? 937-760-2242 thank you. And, Mr. Thomas, the appointment on Monday that you're canceling. Was it for electrical, plumbing, heating or ac? And what is the address? Three 20 denali. D-E-N-A-L-I. Court. And it's Macedonia, Ohio. Thank you. And that zip code, please? Four. 400:56 thank you. Okay, sir, I'm going to get a message right to the office and let them know you'd like to cancel the appointment Monday. That you will call back to reschedule. Awesome. Thank you so much for your help. Thank you, sir. Bye bye. You, too. Bye.
”",Other,None
